name,team,position,rating,number,age,season
ousmane-dembele-fifa-20,fc-barcelona,LW,83,11,23,fifa20
ivan-rakitic-fifa-20,fc-barcelona,CM,85,4,32,fifa20
ansu-fati-fifa-20,fc-barcelona,LW,73,31,17,fifa20
neto-fifa-20,fc-barcelona,GK,84,13,30,fifa20
junior-firpo-fifa-20,fc-barcelona,LB,79,24,23,fifa20
nelson-semedo-fifa-20,fc-barcelona,RB,82,2,26,fifa20
samuel-umtiti-fifa-20,fc-barcelona,CB,85,23,26,fifa20
inaki-pena-fifa-20,fc-barcelona,GK,65,26,21,fifa20
rey-manaj-fifa-20,fc-barcelona,ST,70,41,23,fifa20
ludovit-reis-fifa-20,fc-barcelona,CDM,70,29,20,fifa20
hiroki-abe-fifa-20,fc-barcelona,LW,69,34,21,fifa20
ronald-araujo-fifa-20,fc-barcelona,CB,66,33,21,fifa20
akieme-fifa-20,fc-barcelona,LB,66,39,22,fifa20
jorge-cuenca-fifa-20,fc-barcelona,CB,65,35,20,fifa20
chumi-fifa-20,fc-barcelona,CB,65,36,21,fifa20
alex-collado-fifa-20,fc-barcelona,CM,65,30,21,fifa20
dani-morer-fifa-20,fc-barcelona,RB,64,27,22,fifa20
thibaut-courtois-fifa-20,real-madrid,GK,88,13,28,fifa20
carvajal-fifa-20,real-madrid,RB,85,2,28,fifa20
raphael-varane-fifa-20,real-madrid,RCB,86,5,27,fifa20
sergio-ramos-fifa-20,real-madrid,LCB,89,4,34,fifa20
marcelo-fifa-20,real-madrid,LB,84,12,32,fifa20
casemiro-fifa-20,real-madrid,CDM,88,14,28,fifa20
luka-modric-fifa-20,real-madrid,RCM,89,10,34,fifa20
toni-kroos-fifa-20,real-madrid,LCM,89,8,30,fifa20
karim-benzema-fifa-20,real-madrid,CF,88,9,32,fifa20
gareth-bale-fifa-20,real-madrid,RW,85,11,31,fifa20
vinicius-jr-fifa-20,real-madrid,LW,79,25,20,fifa20
isco-fifa-20,real-madrid,CAM,85,22,28,fifa20
luka-jovic-fifa-20,real-madrid,ST,82,18,22,fifa20
lucas-vazquez-fifa-20,real-madrid,RW,80,17,29,fifa20
eder-militao-fifa-20,real-madrid,CB,81,3,22,fifa20
marco-asensio-fifa-20,real-madrid,LW,82,20,24,fifa20
james-rodriguez-fifa-20,real-madrid,CAM,84,16,29,fifa20
eden-hazard-fifa-20,real-madrid,LW,91,7,29,fifa20
rodrygo-fifa-20,real-madrid,RW,78,27,19,fifa20
alphonse-areola-fifa-20,real-madrid,GK,82,1,27,fifa20
ferland-mendy-fifa-20,real-madrid,LB,81,23,25,fifa20
nacho-fernandez-fifa-20,real-madrid,CB,82,6,30,fifa20
federico-valverde-fifa-20,real-madrid,CM,82,15,21,fifa20
altube-fifa-20,real-madrid,GK,63,26,20,fifa20
mariano-fifa-20,real-madrid,ST,78,24,26,fifa20
brahim-fifa-20,real-madrid,RW,74,21,20,fifa20
reinier-fifa-20,real-madrid,CF,72,30,18,fifa20
marc-gual-fifa-20,real-madrid,ST,71,28,24,fifa20
javi-hernandez-fifa-20,real-madrid,CB,69,33,22,fifa20
fidalgo-fifa-20,real-madrid,CM,66,36,23,fifa20
sergio-lopez-fifa-20,real-madrid,RB,66,32,21,fifa20
de-la-fuente-fifa-20,real-madrid,CB,65,35,21,fifa20
fran-garcia-fifa-20,real-madrid,LB,63,37,20,fifa20
jan-oblak-fifa-20,atletico-madrid,GK,91,13,27,fifa20
kieran-trippier-fifa-20,atletico-madrid,RB,81,23,29,fifa20
stefan-savic-fifa-20,atletico-madrid,RCB,83,15,29,fifa20
felipe-fifa-20,atletico-madrid,LCB,84,18,31,fifa20
renan-lodi-fifa-20,atletico-madrid,LB,79,12,22,fifa20
angel-correa-fifa-20,atletico-madrid,RM,82,10,25,fifa20
koke-fifa-20,atletico-madrid,RCM,86,6,28,fifa20
thomas-partey-fifa-20,atletico-madrid,LCM,84,5,27,fifa20
saul-fifa-20,atletico-madrid,LM,85,8,25,fifa20
morata-fifa-20,atletico-madrid,RS,83,9,27,fifa20
joao-felix-fifa-20,atletico-madrid,LS,80,7,20,fifa20
hector-herrera-fifa-20,atletico-madrid,CM,82,16,30,fifa20
diego-costa-fifa-20,atletico-madrid,ST,82,19,31,fifa20
ivan-saponjic-fifa-20,atletico-madrid,ST,68,17,22,fifa20
santiago-arias-fifa-20,atletico-madrid,RB,79,4,28,fifa20
mario-hermoso-fifa-20,atletico-madrid,CB,81,22,25,fifa20
thomas-lemar-fifa-20,atletico-madrid,LM,82,11,24,fifa20
yannick-carrasco-fifa-20,atletico-madrid,LM,83,21,26,fifa20
vitolo-fifa-20,atletico-madrid,LM,80,20,30,fifa20
adan-fifa-20,atletico-madrid,GK,81,1,33,fifa20
sime-vrsaljko-fifa-20,atletico-madrid,RB,80,24,28,fifa20
jose-maria-gimenez-fifa-20,atletico-madrid,CB,85,2,25,fifa20
marcos-llorente-fifa-20,atletico-madrid,CDM,81,14,25,fifa20
alex-dos-santos-fifa-20,atletico-madrid,GK,63,37,21,fifa20
riquelme-fifa-20,atletico-madrid,RM,65,32,20,fifa20
sergio-camello-fifa-20,atletico-madrid,ST,65,34,19,fifa20
valera-fifa-20,atletico-madrid,RM,65,48,18,fifa20
toni-moya-fifa-20,atletico-madrid,CM,64,38,22,fifa20
carlos-isaac-fifa-20,atletico-madrid,RB,64,45,22,fifa20
manu-sanchez-fifa-20,atletico-madrid,LB,64,35,19,fifa20
dario-poveda-fifa-20,atletico-madrid,ST,63,40,23,fifa20
oscar-clemente-fifa-20,atletico-madrid,CAM,64,39,21,fifa20
ricard-fifa-20,atletico-madrid,RB,63,42,20,fifa20
juan-musso-fifa-20,udinese,GK,79,1,26,fifa20
rodrigo-becao-fifa-20,udinese,RCB,74,50,24,fifa20
william-troost-ekong-fifa-20,udinese,CB,75,5,26,fifa20
bram-nuytinck-fifa-20,udinese,LCB,73,17,30,fifa20
rolando-mandragora-fifa-20,udinese,CDM,76,38,23,fifa20
jens-stryger-larsen-fifa-20,udinese,RM,74,19,29,fifa20
rodrigo-javier-de-paul-fifa-20,udinese,RCM,78,10,26,fifa20
seko-fofana-fifa-20,udinese,LCM,76,6,25,fifa20
ken-sema-fifa-20,udinese,LM,73,12,26,fifa20
stefano-okaka-fifa-20,udinese,RS,76,7,30,fifa20
kevin-lasagna-fifa-20,udinese,LS,76,15,27,fifa20
mato-jajalo-fifa-20,udinese,CM,75,8,32,fifa20
ilja-nestorovski-fifa-20,udinese,ST,74,30,30,fifa20
samuele-perisan-fifa-20,udinese,GK,63,27,22,fifa20
samir-fifa-20,udinese,CB,72,3,25,fifa20
sebastian-prodl-fifa-20,udinese,CB,73,4,33,fifa20
emanuele-rovini-fifa-20,udinese,CF,60,40,25,fifa20
lukasz-teodorczyk-fifa-20,udinese,ST,73,91,29,fifa20
hidde-ter-avest-fifa-20,udinese,RB,68,18,23,fifa20
sebastian-de-maio-fifa-20,udinese,CB,75,87,33,fifa20
nicolas-fifa-20,udinese,GK,69,88,32,fifa20
walace-fifa-20,udinese,CDM,72,11,25,fifa20
marvin-zeegelaar-fifa-20,udinese,LM,72,77,29,fifa20
manuel-gasparini-fifa-20,udinese,GK,57,31,18,fifa20
mattia-perin-fifa-20,genoa,GK,82,1,27,fifa20
davide-biraschi-fifa-20,genoa,RCB,73,14,26,fifa20
adama-soumaoro-fifa-20,genoa,CB,77,92,28,fifa20
andrea-masiello-fifa-20,genoa,LCB,76,55,34,fifa20
lasse-schone-fifa-20,genoa,CDM,76,20,34,fifa20
paolo-ghiglione-fifa-20,genoa,RM,69,18,23,fifa20
valon-behrami-fifa-20,genoa,RCM,75,85,35,fifa20
stefano-sturaro-fifa-20,genoa,LCM,73,27,27,fifa20
domenico-criscito-fifa-20,genoa,LM,78,4,33,fifa20
goran-pandev-fifa-20,genoa,RS,73,19,36,fifa20
antonio-sanabria-fifa-20,genoa,LS,75,9,24,fifa20
andrea-pinamonti-fifa-20,genoa,ST,70,99,21,fifa20
salvador-ichazo-fifa-20,genoa,GK,65,13,28,fifa20
filip-jagiello-fifa-20,genoa,CM,65,15,22,fifa20
antonio-barreca-fifa-20,genoa,LB,73,3,25,fifa20
lukas-lerager-fifa-20,genoa,CM,74,8,27,fifa20
cristian-zapata-fifa-20,genoa,CB,76,2,33,fifa20
mattia-destro-fifa-20,genoa,ST,73,23,29,fifa20
marko-pajac-fifa-20,genoa,LM,71,33,27,fifa20
iago-falque-fifa-20,genoa,CF,78,10,30,fifa20
peter-ankersen-fifa-20,genoa,RB,72,32,29,fifa20
cristian-romero-fifa-20,genoa,CB,74,17,22,fifa20
francesco-cassata-fifa-20,genoa,CM,69,29,23,fifa20
ivan-radovanovic-fifa-20,genoa,CDM,74,21,31,fifa20
andrea-favilli-fifa-20,genoa,ST,68,30,23,fifa20
federico-marchetti-fifa-20,genoa,GK,72,22,37,fifa20
edoardo-goldaniga-fifa-20,genoa,CB,72,5,26,fifa20
sebastian-eriksson-fifa-20,genoa,CM,68,16,31,fifa20
nicolo-rovella-fifa-20,genoa,CDM,58,65,18,fifa20
rok-vodisek-fifa-20,genoa,GK,66,25,21,fifa20
denilho-cleonise-fifa-20,genoa,LM,58,56,18,fifa20
emil-audero-fifa-20,sampdoria,GK,77,1,23,fifa20
bartosz-bereszynski-fifa-20,sampdoria,RB,71,24,28,fifa20
lorenzo-tonelli-fifa-20,sampdoria,RCB,76,21,30,fifa20
omar-colley-fifa-20,sampdoria,LCB,75,15,27,fifa20
nicola-murru-fifa-20,sampdoria,LB,72,29,25,fifa20
gaston-ramirez-fifa-20,sampdoria,RM,78,11,29,fifa20
morten-thorsby-fifa-20,sampdoria,RCM,70,18,24,fifa20
albin-ekdal-fifa-20,sampdoria,LCM,76,6,30,fifa20
karol-linetty-fifa-20,sampdoria,LM,76,7,25,fifa20
manolo-gabbiadini-fifa-20,sampdoria,RS,76,23,28,fifa20
fabio-quagliarella-fifa-20,sampdoria,LS,81,27,37,fifa20
ronaldo-vieira-fifa-20,sampdoria,CDM,72,4,21,fifa20
julian-chabot-fifa-20,sampdoria,CB,70,5,22,fifa20
wladimiro-falcone-fifa-20,sampdoria,GK,64,30,25,fifa20
gonzalo-maroni-fifa-20,sampdoria,CAM,70,20,21,fifa20
mehdi-leris-fifa-20,sampdoria,CM,65,26,22,fifa20
jakub-jankto-fifa-20,sampdoria,CM,74,14,24,fifa20
maya-yoshida-fifa-20,sampdoria,CB,74,34,31,fifa20
antonino-la-gumina-fifa-20,sampdoria,ST,68,17,24,fifa20
federico-bonazzoli-fifa-20,sampdoria,ST,68,9,23,fifa20
andrea-seculin-fifa-20,sampdoria,GK,70,22,30,fifa20
tommaso-augello-fifa-20,sampdoria,LB,69,3,25,fifa20
fabio-depaoli-fifa-20,sampdoria,RB,70,12,23,fifa20
dodo-fifa-20,sampdoria,LM,72,36,28,fifa20
alex-ferrari-fifa-20,sampdoria,CB,71,25,26,fifa20
edgar-barreto-fifa-20,sampdoria,CM,71,8,36,fifa20
andrea-bertolacci-fifa-20,sampdoria,CM,74,91,29,fifa20
kristoffer-askildsen-fifa-20,sampdoria,CM,58,16,19,fifa20
simone-colombi-fifa-20,parma,GK,70,34,29,fifa20
matteo-darmian-fifa-20,parma,RB,75,36,30,fifa20
bruno-alves-fifa-20,parma,RCB,73,22,38,fifa20
simone-iacoponi-fifa-20,parma,LCB,72,2,33,fifa20
riccardo-gagliolo-fifa-20,parma,LB,72,28,30,fifa20
hernani-fifa-20,parma,CDM,74,10,26,fifa20
juraj-kucka-fifa-20,parma,RCM,78,33,33,fifa20
gaston-brugman-fifa-20,parma,LCM,73,15,27,fifa20
dejan-kulusevski-fifa-20,parma,RW,74,44,20,fifa20
andreas-cornelius-fifa-20,parma,ST,75,11,27,fifa20
gervinho-fifa-20,parma,LW,78,27,33,fifa20
yann-karamoh-fifa-20,parma,RM,75,7,22,fifa20
alberto-grassi-fifa-20,parma,CM,74,8,25,fifa20
mattia-sprocati-fifa-20,parma,LW,68,93,26,fifa20
giuseppe-pezzella-fifa-20,parma,LB,71,97,22,fifa20
luigi-sepe-fifa-20,parma,GK,76,1,29,fifa20
matteo-scozzarella-fifa-20,parma,CM,70,21,32,fifa20
antonino-barilla-fifa-20,parma,CM,72,17,32,fifa20
luca-siligardi-fifa-20,parma,RW,70,26,32,fifa20
gianluca-caprari-fifa-20,parma,CF,74,20,26,fifa20
ionut-andrei-radu-fifa-20,parma,GK,75,92,23,fifa20
kastriot-dermaku-fifa-20,parma,CB,69,3,28,fifa20
vincent-laurini-fifa-20,parma,RB,72,16,31,fifa20
vasco-regini-fifa-20,parma,CB,70,5,29,fifa20
jasmin-kurtic-fifa-20,parma,CM,75,19,31,fifa20
roberto-inglese-fifa-20,parma,ST,75,9,28,fifa20
pau-lopez-fifa-20,roma,GK,83,13,25,fifa20
davide-santon-fifa-20,roma,RB,75,18,29,fifa20
gianluca-mancini-fifa-20,roma,RCB,77,23,24,fifa20
chris-smalling-fifa-20,roma,LCB,81,6,30,fifa20
aleksandar-kolarov-fifa-20,roma,LB,82,11,34,fifa20
bryan-cristante-fifa-20,roma,RDM,78,4,25,fifa20
jordan-veretout-fifa-20,roma,LDM,79,21,27,fifa20
cengiz-under-fifa-20,roma,RM,78,17,23,fifa20
justin-kluivert-fifa-20,roma,LM,75,99,21,fifa20
lorenzo-pellegrini-fifa-20,roma,CAM,80,7,24,fifa20
edin-dzeko-fifa-20,roma,ST,84,9,34,fifa20
henrikh-mkhitaryan-fifa-20,roma,RM,81,77,31,fifa20
antonio-mirante-fifa-20,roma,GK,78,83,37,fifa20
bruno-peres-fifa-20,roma,RB,76,33,30,fifa20
juan-jesus-fifa-20,roma,CB,75,5,29,fifa20
ibanez-fifa-20,roma,CB,64,41,21,fifa20
gonzalo-villar-fifa-20,roma,CM,70,14,22,fifa20
carles-perez-fifa-20,roma,RM,73,31,22,fifa20
javier-pastore-fifa-20,roma,CAM,78,27,31,fifa20
nikola-kalinic-fifa-20,roma,ST,78,19,32,fifa20
federico-fazio-fifa-20,roma,CB,78,20,33,fifa20
leonardo-spinazzola-fifa-20,roma,LM,79,37,27,fifa20
diego-perotti-fifa-20,roma,LM,79,8,31,fifa20
devid-eugene-bouah-fifa-20,roma,RB,49,54,18,fifa20
alessio-riccardi-fifa-20,roma,CM,63,53,19,fifa20
amadou-diawara-fifa-20,roma,CDM,76,42,22,fifa20
davide-zappacosta-fifa-20,roma,RB,78,2,28,fifa20
nicolo-zaniolo-fifa-20,roma,CAM,77,22,21,fifa20
william-bianda-fifa-20,roma,CB,63,28,20,fifa20
yildirim-mert-cetin-fifa-20,roma,CB,70,15,23,fifa20
daniel-fuzato-fifa-20,roma,GK,66,63,23,fifa20
salvatore-sirigu-fifa-20,torino,GK,84,39,33,fifa20
armando-izzo-fifa-20,torino,RCB,80,5,28,fifa20
nicolas-nkoulou-fifa-20,torino,CB,81,33,30,fifa20
bremer-fifa-20,torino,LCB,72,36,23,fifa20
lorenzo-de-silvestri-fifa-20,torino,RM,74,29,32,fifa20
daniele-baselli-fifa-20,torino,RCM,78,8,28,fifa20
tomas-rincon-fifa-20,torino,LCM,77,88,32,fifa20
cristian-ansaldi-fifa-20,torino,LM,79,15,33,fifa20
simone-verdi-fifa-20,torino,RF,78,24,28,fifa20
alex-berenguer-fifa-20,torino,LF,77,21,25,fifa20
andrea-belotti-fifa-20,torino,ST,82,9,26,fifa20
antonio-rosati-fifa-20,torino,GK,69,25,37,fifa20
soualiho-meite-fifa-20,torino,CM,77,23,26,fifa20
wilfried-singo-fifa-20,torino,CB,61,17,19,fifa20
simone-edera-fifa-20,torino,RW,67,20,23,fifa20
vincenzo-millico-fifa-20,torino,LW,61,22,19,fifa20
michel-ndary-adopo-fifa-20,torino,CM,60,80,19,fifa20
ola-aina-fifa-20,torino,LM,74,34,23,fifa20
simone-zaza-fifa-20,torino,ST,80,11,29,fifa20
samir-ujkani-fifa-20,torino,GK,69,18,32,fifa20
lyanco-fifa-20,torino,CB,73,4,23,fifa20
koffi-djidji-fifa-20,torino,CB,73,30,27,fifa20
sasa-lukic-fifa-20,torino,CM,75,7,23,fifa20
bartlomiej-dragowski-fifa-20,fiorentina,GK,75,69,22,fifa20
andrea-consigli-fifa-20,sassuolo,GK,81,47,33,fifa20
nikola-milenkovic-fifa-20,fiorentina,RCB,76,4,22,fifa20
german-pezzella-fifa-20,fiorentina,CB,79,20,29,fifa20
martin-caceres-fifa-20,fiorentina,LCB,77,22,33,fifa20
erick-pulgar-fifa-20,fiorentina,CDM,77,78,26,fifa20
pol-lirola-fifa-20,fiorentina,RM,72,21,22,fifa20
marco-benassi-fifa-20,fiorentina,RCM,76,24,25,fifa20
gaetano-castrovilli-fifa-20,fiorentina,LCM,73,8,23,fifa20
dalbert-fifa-20,fiorentina,LM,74,29,26,fifa20
federico-chiesa-fifa-20,fiorentina,RS,78,25,22,fifa20
patrick-cutrone-fifa-20,fiorentina,LS,77,63,22,fifa20
dusan-vlahovic-fifa-20,fiorentina,ST,68,28,20,fifa20
milan-badelj-fifa-20,fiorentina,CDM,77,5,31,fifa20
aleksa-terzic-fifa-20,fiorentina,LB,62,93,20,fifa20
kevin-agudelo-fifa-20,fiorentina,CM,64,19,21,fifa20
igor-fifa-20,fiorentina,CB,66,3,22,fifa20
bobby-duncan-fifa-20,fiorentina,ST,61,26,19,fifa20
riccardo-sottil-fifa-20,fiorentina,LW,64,11,21,fifa20
jeremy-toljan-fifa-20,sassuolo,RB,72,22,25,fifa20
filippo-romagna-fifa-20,sassuolo,RCB,71,19,23,fifa20
federico-peluso-fifa-20,sassuolo,LCB,72,13,36,fifa20
giorgos-kyriakopoulos-fifa-20,sassuolo,LB,66,77,24,fifa20
pedro-obiang-fifa-20,sassuolo,RDM,77,14,28,fifa20
manuel-locatelli-fifa-20,sassuolo,LDM,77,73,22,fifa20
domenico-berardi-fifa-20,sassuolo,RM,79,25,25,fifa20
jeremie-boga-fifa-20,sassuolo,LM,75,7,23,fifa20
hamed-junior-traore-fifa-20,sassuolo,CAM,71,23,20,fifa20
francesco-caputo-fifa-20,sassuolo,ST,76,9,32,fifa20
gregoire-defrel-fifa-20,sassuolo,ST,78,11,29,fifa20
filip-duricic-fifa-20,sassuolo,CAM,74,10,28,fifa20
stefano-turati-fifa-20,sassuolo,GK,57,63,18,fifa20
federico-ceccherini-fifa-20,fiorentina,CB,71,17,28,fifa20
rachid-ghezzal-fifa-20,fiorentina,RW,74,18,28,fifa20
pietro-terracciano-fifa-20,fiorentina,GK,71,1,30,fifa20
lorenzo-venuti-fifa-20,fiorentina,RB,69,23,25,fifa20
alfred-duncan-fifa-20,fiorentina,CM,75,88,27,fifa20
christian-kouame-fifa-20,fiorentina,ST,76,9,22,fifa20
cyril-thereau-fifa-20,fiorentina,LW,71,77,37,fifa20
franck-ribery-fifa-20,fiorentina,LM,82,7,37,fifa20
thomas-strakosha-fifa-20,lazio,GK,83,1,25,fifa20
giangiacomo-magnani-fifa-20,sassuolo,CB,70,32,24,fifa20
mehdi-bourabia-fifa-20,sassuolo,CM,71,68,28,fifa20
gian-marco-ferrari-fifa-20,sassuolo,CB,73,31,28,fifa20
vlad-chiriches-fifa-20,sassuolo,CB,75,21,30,fifa20
rogerio-fifa-20,sassuolo,LB,70,6,22,fifa20
marlon-fifa-20,sassuolo,CB,74,2,24,fifa20
gianluca-pegolo-fifa-20,sassuolo,GK,70,56,39,fifa20
francesco-magnanelli-fifa-20,sassuolo,CDM,74,4,35,fifa20
giacomo-raspadori-fifa-20,sassuolo,ST,62,18,20,fifa20
leonardo-fontanesi-fifa-20,sassuolo,RB,58,66,24,fifa20
mert-muldur-fifa-20,sassuolo,RB,68,17,21,fifa20
lukas-haraslin-fifa-20,sassuolo,LM,71,27,24,fifa20
luiz-felipe-fifa-20,lazio,RCB,78,3,23,fifa20
francesco-acerbi-fifa-20,lazio,CB,84,33,32,fifa20
stefan-radu-fifa-20,lazio,LCB,80,26,33,fifa20
lucas-leiva-fifa-20,lazio,CDM,84,6,33,fifa20
manuel-lazzari-fifa-20,lazio,RM,81,29,26,fifa20
sergej-milinkovic-savic-fifa-20,lazio,RCM,85,21,25,fifa20
luis-alberto-fifa-20,lazio,LCM,85,10,27,fifa20
alessandro-tripaldelli-fifa-20,sassuolo,LB,60,33,21,fifa20
stefano-piccinini-fifa-20,sassuolo,CB,53,35,17,fifa20
jacopo-pellegrini-fifa-20,sassuolo,ST,56,51,19,fifa20
alessandro-russo-fifa-20,sassuolo,GK,54,64,19,fifa20
robin-olsen-fifa-20,cagliari,GK,78,90,30,fifa20
fabrizio-cacciatore-fifa-20,cagliari,RB,72,12,33,fifa20
jony-fifa-20,lazio,LM,79,22,29,fifa20
ciro-immobile-fifa-20,lazio,RS,87,17,30,fifa20
joaquin-correa-fifa-20,lazio,LS,81,11,25,fifa20
senad-lulic-fifa-20,lazio,LM,79,19,34,fifa20
adam-marusic-fifa-20,lazio,RM,77,77,27,fifa20
nicolo-armini-fifa-20,lazio,CB,66,13,19,fifa20
andre-anderson-fifa-20,lazio,CF,64,28,20,fifa20
denis-vavro-fifa-20,lazio,CB,72,93,24,fifa20
danilo-cataldi-fifa-20,lazio,CM,75,32,25,fifa20
jordan-lukaku-fifa-20,lazio,LM,76,5,25,fifa20
marco-parolo-fifa-20,lazio,CDM,80,16,35,fifa20
felipe-caicedo-fifa-20,lazio,CF,78,20,31,fifa20
silvio-proto-fifa-20,lazio,GK,75,24,37,fifa20
patric-fifa-20,lazio,CB,73,4,27,fifa20
bastos-fifa-20,lazio,CB,78,15,28,fifa20
pierluigi-gollini-fifa-20,atalanta,GK,78,95,25,fifa20
rafael-toloi-fifa-20,atalanta,RCB,78,2,29,fifa20
jose-luis-palomino-fifa-20,atalanta,CB,77,6,30,fifa20
berat-djimsiti-fifa-20,atalanta,LCB,75,19,27,fifa20
hans-hateboer-fifa-20,atalanta,RM,78,33,26,fifa20
remo-freuler-fifa-20,atalanta,RCM,78,11,28,fifa20
marten-de-roon-fifa-20,atalanta,LCM,78,15,29,fifa20
robin-gosens-fifa-20,atalanta,LM,78,8,26,fifa20
ragnar-klavan-fifa-20,cagliari,RCB,75,15,34,fifa20
fabio-pisacane-fifa-20,cagliari,LCB,74,19,34,fifa20
luca-pellegrini-fifa-20,cagliari,LB,71,33,21,fifa20
nahitan-nandez-fifa-20,cagliari,RCM,78,18,24,fifa20
luca-cigarini-fifa-20,cagliari,CM,75,8,34,fifa20
marko-rog-fifa-20,cagliari,LCM,76,6,24,fifa20
radja-nainggolan-fifa-20,cagliari,RF,84,4,32,fifa20
joao-pedro-fifa-20,cagliari,LF,78,10,28,fifa20
giovanni-simeone-fifa-20,cagliari,ST,77,99,25,fifa20
gaston-pereiro-fifa-20,cagliari,CAM,76,20,25,fifa20
artur-ionita-fifa-20,cagliari,CM,75,21,29,fifa20
daniele-ragatzu-fifa-20,cagliari,ST,63,26,28,fifa20
charalampos-lykogiannis-fifa-20,cagliari,LB,66,22,26,fifa20
rafael-fifa-20,cagliari,GK,73,1,38,fifa20
jorge-silva-fifa-20,lazio,CB,65,49,21,fifa20
bobby-adekanye-fifa-20,lazio,RW,62,34,21,fifa20
guido-guerrieri-fifa-20,lazio,GK,62,23,24,fifa20
alejandro-gomez-fifa-20,atalanta,CAM,86,10,32,fifa20
josip-ilicic-fifa-20,atalanta,RS,84,72,32,fifa20
duvan-zapata-fifa-20,atalanta,LS,83,91,29,fifa20
ruslan-malinovskyi-fifa-20,atalanta,CM,79,18,27,fifa20
mario-pasalic-fifa-20,atalanta,CM,78,88,25,fifa20
francesco-rossi-fifa-20,atalanta,GK,60,31,29,fifa20
raoul-bellanova-fifa-20,atalanta,RB,67,22,20,fifa20
adrien-tameze-fifa-20,atalanta,CM,74,5,26,fifa20
ebrima-colley-fifa-20,atalanta,ST,64,90,20,fifa20
lennart-czyborra-fifa-20,atalanta,LM,67,7,21,fifa20
diallo-amad-traore-fifa-20,atalanta,ST,62,79,18,fifa20
luis-muriel-fifa-20,atalanta,ST,80,9,29,fifa20
marco-sportiello-fifa-20,atalanta,GK,76,57,28,fifa20
sebastian-walukiewicz-fifa-20,cagliari,CB,68,40,20,fifa20
christian-oliva-fifa-20,cagliari,CM,70,17,24,fifa20
valter-birsa-fifa-20,cagliari,CAM,77,14,33,fifa20
alberto-paloschi-fifa-20,cagliari,ST,74,9,30,fifa20
alessio-cragno-fifa-20,cagliari,GK,81,28,26,fifa20
luca-ceppitelli-fifa-20,cagliari,CB,74,23,30,fifa20
paolo-farago-fifa-20,cagliari,CM,71,24,27,fifa20
leonardo-pavoletti-fifa-20,cagliari,ST,77,30,31,fifa20
mattia-caldara-fifa-20,atalanta,CB,79,3,26,fifa20
timothy-castagne-fifa-20,atalanta,LM,76,21,24,fifa20
bosko-sutalo-fifa-20,atalanta,CB,72,4,20,fifa20
roberto-piccoli-fifa-20,atalanta,ST,64,17,19,fifa20
federico-mattiello-fifa-20,cagliari,RM,71,3,25,fifa20
samir-handanovic-fifa-20,inter,GK,88,1,36,fifa20
diego-godin-fifa-20,inter,RCB,87,2,34,fifa20
stefan-de-vrij-fifa-20,inter,CB,85,6,28,fifa20
milan-skriniar-fifa-20,inter,LCB,86,37,25,fifa20
marcelo-brozovic-fifa-20,inter,CDM,83,77,27,fifa20
antonio-candreva-fifa-20,inter,RM,79,87,33,fifa20
wojciech-szczesny-fifa-20,juventus,GK,87,1,30,fifa20
juan-cuadrado-fifa-20,juventus,RB,83,16,32,fifa20
leonardo-bonucci-fifa-20,juventus,RCB,86,19,33,fifa20
matthijs-de-ligt-fifa-20,juventus,LCB,85,4,20,fifa20
alex-sandro-fifa-20,juventus,LB,84,12,29,fifa20
sami-khedira-fifa-20,juventus,RCM,83,6,33,fifa20
miralem-pjanic-fifa-20,juventus,CM,86,5,30,fifa20
blaise-matuidi-fifa-20,juventus,LCM,84,14,33,fifa20
paulo-dybala-fifa-20,juventus,CAM,87,10,26,fifa20
nicolo-barella-fifa-20,inter,RCM,80,23,23,fifa20
christian-eriksen-fifa-20,inter,LCM,87,24,28,fifa20
kwadwo-asamoah-fifa-20,inter,LM,78,18,31,fifa20
romelu-lukaku-fifa-20,inter,RS,86,9,27,fifa20
lautaro-martinez-fifa-20,inter,LS,84,10,22,fifa20
matias-vecino-fifa-20,inter,CDM,80,8,28,fifa20
roberto-gagliardini-fifa-20,inter,CDM,78,5,26,fifa20
stefano-sensi-fifa-20,inter,CM,79,12,24,fifa20
borja-valero-fifa-20,inter,CAM,78,20,35,fifa20
ashley-young-fifa-20,inter,RM,75,15,35,fifa20
andrea-ranocchia-fifa-20,inter,CB,75,13,32,fifa20
danilo-d-ambrosio-fifa-20,inter,RB,77,33,31,fifa20
victor-moses-fifa-20,inter,RM,78,11,29,fifa20
alexis-sanchez-fifa-20,inter,LW,81,7,31,fifa20
daniele-padelli-fifa-20,inter,GK,74,27,34,fifa20
alessandro-bastoni-fifa-20,inter,CB,75,95,21,fifa20
cristiano-biraghi-fifa-20,inter,LB,76,34,27,fifa20
lucien-agoume-fifa-20,inter,CM,63,32,18,fifa20
sebastiano-esposito-fifa-20,inter,ST,67,30,18,fifa20
gonzalo-higuain-fifa-20,juventus,RS,85,21,32,fifa20
cristiano-ronaldo-fifa-20,juventus,LS,93,7,35,fifa20
giorgio-chiellini-fifa-20,juventus,CB,88,3,35,fifa20
aaron-ramsey-fifa-20,juventus,CM,83,8,29,fifa20
carlo-pinsoglio-fifa-20,juventus,GK,72,31,30,fifa20
tommaso-berni-fifa-20,inter,GK,64,46,37,fifa20
merih-demiral-fifa-20,juventus,CB,77,28,22,fifa20
mattia-de-sciglio-fifa-20,juventus,RB,77,2,27,fifa20
adrien-rabiot-fifa-20,juventus,CM,82,25,25,fifa20
